sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value,HKMetadataKeyHeartRateMotionContext
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 18:39:26 +0000,2025-09-16 18:39:26 +0000,count/min,80.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 18:44:05 +0000,2025-09-16 18:44:05 +0000,count/min,75.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 18:47:23 +0000,2025-09-16 18:47:23 +0000,count/min,76.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 18:51:35 +0000,2025-09-16 18:51:35 +0000,count/min,94.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 18:59:29 +0000,2025-09-16 18:59:29 +0000,count/min,84.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:00:45 +0000,2025-09-16 19:00:45 +0000,count/min,93.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:02:45 +0000,2025-09-16 19:02:45 +0000,count/min,111.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:02:50 +0000,2025-09-16 19:02:50 +0000,count/min,111.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:02:51 +0000,2025-09-16 19:02:51 +0000,count/min,111.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:02:56 +0000,2025-09-16 19:02:56 +0000,count/min,110.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:03:11 +0000,2025-09-16 19:03:11 +0000,count/min,109.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:08:23 +0000,2025-09-16 19:08:23 +0000,count/min,92.00000000000001,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:10:36 +0000,2025-09-16 19:10:36 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:15:52 +0000,2025-09-16 19:15:52 +0000,count/min,88.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:19:02 +0000,2025-09-16 19:19:02 +0000,count/min,94.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:19:07 +0000,2025-09-16 19:19:07 +0000,count/min,83.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:19:10 +0000,2025-09-16 19:19:10 +0000,count/min,79.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:19:14 +0000,2025-09-16 19:19:14 +0000,count/min,80.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:21:37 +0000,2025-09-16 19:21:37 +0000,count/min,93.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:39:49 +0000,2025-09-16 19:39:49 +0000,count/min,91.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:43:33 +0000,2025-09-16 19:43:33 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:53:56 +0000,2025-09-16 19:53:56 +0000,count/min,75.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 19:56:05 +0000,2025-09-16 19:56:05 +0000,count/min,77.00000000000001,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:03:55 +0000,2025-09-16 20:03:55 +0000,count/min,86.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:09:43 +0000,2025-09-16 20:09:43 +0000,count/min,71.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:14:13 +0000,2025-09-16 20:14:13 +0000,count/min,75.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:19:41 +0000,2025-09-16 20:19:41 +0000,count/min,70.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:24:00 +0000,2025-09-16 20:24:00 +0000,count/min,81.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:27:24 +0000,2025-09-16 20:27:24 +0000,count/min,75.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:37:46 +0000,2025-09-16 20:37:46 +0000,count/min,83.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:44:59 +0000,2025-09-16 20:44:59 +0000,count/min,89.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:46:32 +0000,2025-09-16 20:46:32 +0000,count/min,84.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:54:12 +0000,2025-09-16 20:54:12 +0000,count/min,70.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 20:55:34 +0000,2025-09-16 20:55:34 +0000,count/min,78.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:01:02 +0000,2025-09-16 21:01:02 +0000,count/min,77.00000000000001,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:07:05 +0000,2025-09-16 21:07:05 +0000,count/min,74.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:13:33 +0000,2025-09-16 21:13:33 +0000,count/min,85.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:16:20 +0000,2025-09-16 21:16:20 +0000,count/min,71.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:23:03 +0000,2025-09-16 21:23:03 +0000,count/min,68.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:27:26 +0000,2025-09-16 21:27:26 +0000,count/min,76.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:33:57 +0000,2025-09-16 21:33:57 +0000,count/min,86.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:37:13 +0000,2025-09-16 21:37:13 +0000,count/min,84.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:40:33 +0000,2025-09-16 21:40:33 +0000,count/min,85.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:50:17 +0000,2025-09-16 21:50:17 +0000,count/min,79.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:54:39 +0000,2025-09-16 21:54:39 +0000,count/min,79.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-16 21:56:07 +0000,2025-09-16 21:56:07 +0000,count/min,80.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:38:14 +0000,2025-09-17 00:38:14 +0000,count/min,109.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:39:48 +0000,2025-09-17 00:39:48 +0000,count/min,95.0,2
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:44:30 +0000,2025-09-17 00:44:30 +0000,count/min,84.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:46:33 +0000,2025-09-17 00:46:33 +0000,count/min,90.0,1
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:51:18 +0000,2025-09-17 00:51:18 +0000,count/min,102.0,2
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:38 +0000,2025-09-17 00:53:38 +0000,count/min,96.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:41 +0000,2025-09-17 00:53:41 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:47 +0000,2025-09-17 00:53:47 +0000,count/min,88.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:50 +0000,2025-09-17 00:53:50 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:54 +0000,2025-09-17 00:53:54 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:53:59 +0000,2025-09-17 00:53:59 +0000,count/min,90.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:08 +0000,2025-09-17 00:54:08 +0000,count/min,92.00000000000001,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:09 +0000,2025-09-17 00:54:09 +0000,count/min,92.00000000000001,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:23 +0000,2025-09-17 00:54:23 +0000,count/min,83.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:28 +0000,2025-09-17 00:54:28 +0000,count/min,80.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:33 +0000,2025-09-17 00:54:33 +0000,count/min,85.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:34 +0000,2025-09-17 00:54:34 +0000,count/min,86.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:39 +0000,2025-09-17 00:54:39 +0000,count/min,88.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:48 +0000,2025-09-17 00:54:48 +0000,count/min,86.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:53 +0000,2025-09-17 00:54:53 +0000,count/min,88.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:54:58 +0000,2025-09-17 00:54:58 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:00 +0000,2025-09-17 00:55:00 +0000,count/min,88.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:05 +0000,2025-09-17 00:55:05 +0000,count/min,85.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:10 +0000,2025-09-17 00:55:10 +0000,count/min,87.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:15 +0000,2025-09-17 00:55:15 +0000,count/min,89.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:20 +0000,2025-09-17 00:55:20 +0000,count/min,91.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:27 +0000,2025-09-17 00:55:27 +0000,count/min,95.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:30 +0000,2025-09-17 00:55:30 +0000,count/min,97.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:35 +0000,2025-09-17 00:55:35 +0000,count/min,99.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:41 +0000,2025-09-17 00:55:41 +0000,count/min,101.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:46 +0000,2025-09-17 00:55:46 +0000,count/min,103.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:52 +0000,2025-09-17 00:55:52 +0000,count/min,104.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:55:55 +0000,2025-09-17 00:55:55 +0000,count/min,104.0,0
HKQuantityTypeIdentifierHeartRate,Teja’s Apple Watch,11.6,"Watch6,15","<<HKDevice: 0x1120f1620>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:11.6, creation date:2025-08-02 13:42:36 +0000>",2025-09-17 00:56:04 +0000,2025-09-17 00:56:04 +0000,count/min,105.0,0
